label,content,clean,norm,stop,token,stem
negatif,ini gimana katanya habis din perbarui malah video iklan menganggu dan gak bisa belanja. kecewaaaaaaaaa,ini gimana katanya habis din perbarui malah video iklan menganggu dan gak bisa belanja kecewaaaaaaaaa, ini gimana katanya habis din perbarui malah video iklan menganggu dan tidak bisa belanja kecewaaaaaaaaa , gimana katanya habis din perbarui malah video iklan menganggu tidak belanja kecewaaaaaaaaa ,"['gimana', 'katanya', 'habis', 'din', 'perbarui', 'malah', 'video', 'iklan', 'menganggu', 'tidak', 'belanja', 'kecewaaaaaaaaa']",gimana kata habis din baru malah video iklan menganggu tidak belanja kecewaaaaaaaaa
positif,pokoknya rekomendasi lah,pokoknya rekomendasi lah, pokoknya rekomendasi lah , pokoknya rekomendasi lah ,"['pokoknya', 'rekomendasi', 'lah']",pokok rekomendasi lah
positif,baik,baik, baik , ,[],
negatif,"aplikasi engga beres, kalau engga ada niat buat pengembalian dana atau return, engga usah di ganti juga gapapa, toh saya bisa hapus akun dan hapus aplikasi nya, kayak engga ada aplikasi lain saja, ribet banget banyak alasan, bikin capek pengajuan saja, kayak urusan saya cuman ngurusin hal beginian saja. engga toko nya, engga ekspedisi nya, engga aplikasi nya, sama saja engga beres nya. ya semoga engga berkah deh duit receh saya buat kalian. aplikasi merugikan konsumen/pembeli.",aplikasi engga beres kalau engga ada niat buat pengembalian dana atau return engga usah di ganti juga gapapa toh saya bisa hapus akun dan hapus aplikasi nya kayak engga ada aplikasi lain saja ribet banget banyak alasan bikin capek pengajuan saja kayak urusan saya cuman ngurusin hal beginian saja engga toko nya engga ekspedisi nya engga aplikasi nya sama saja engga beres nya ya semoga engga berkah deh duit receh saya buat kalian aplikasi merugikan konsumenpembeli, aplikasi engga beres kalau engga ada niat buat pengembalian dana atau return engga usah di ganti juga gapapa toh saya bisa hapus akun dan hapus aplikasi nya kayak engga ada aplikasi lain saja ribet banget banyak alasan bikin capek pengajuan saja kayak urusan saya cuman ngurusin hal beginian saja engga toko nya engga ekspedisi nya engga aplikasi nya sama saja engga beres nya ya semoga engga berkah deh duit receh saya buat kalian aplikasi merugikan konsumenpembeli , aplikasi engga beres engga niat buat pengembalian dana return engga usah ganti gapapa hapus akun hapus aplikasi nya kayak engga aplikasi ribet banget alasan bikin capek pengajuan kayak urusan cuman ngurusin beginian engga toko nya engga ekspedisi nya engga aplikasi nya sama saja engga beres nya semoga engga berkah deh duit receh saya buat aplikasi merugikan konsumenpembeli ,"['aplikasi', 'engga', 'beres', 'engga', 'niat', 'buat', 'pengembalian', 'dana', 'return', 'engga', 'usah', 'ganti', 'gapapa', 'hapus', 'akun', 'hapus', 'aplikasi', 'nya', 'kayak', 'engga', 'aplikasi', 'ribet', 'banget', 'alasan', 'bikin', 'capek', 'pengajuan', 'kayak', 'urusan', 'cuman', 'ngurusin', 'beginian', 'engga', 'toko', 'nya', 'engga', 'ekspedisi', 'nya', 'engga', 'aplikasi', 'nya', 'sama', 'saja', 'engga', 'beres', 'nya', 'semoga', 'engga', 'berkah', 'deh', 'duit', 'receh', 'saya', 'buat', 'aplikasi', 'merugikan', 'konsumenpembeli']",aplikasi engga beres engga niat buat kembali dana return engga usah ganti gapapa hapus akun hapus aplikasi nya kayak engga aplikasi ribet banget alas bikin capek aju kayak urus cuman ngurusin begini engga toko nya engga ekspedisi nya engga aplikasi nya sama saja engga beres nya moga engga berkah deh duit receh saya buat aplikasi rugi konsumenpembeli
positif,Terimakasih shopee,terimakasih shopee, terimakasih shopee , terimakasih shopee ,"['terimakasih', 'shopee']",terimakasih shopee
positif,terbaik,terbaik, terbaik , terbaik ,['terbaik'],baik
negatif,tolong buat smooth sedikit aplikasi nya,tolong buat smooth sedikit aplikasi nya, tolong buat smooth sedikit aplikasi nya , buat smooth sedikit aplikasi nya ,"['buat', 'smooth', 'sedikit', 'aplikasi', 'nya']",buat smooth sedikit aplikasi nya
negatif,"iklan aja terus di semua apk, mana tombolnya kecil bgt lagi.. nggak di tekan kadang langsung masuk aja ke apk shopee nih, ALAMAK NAJISNYAAA 😘",iklan aja terus di semua apk mana tombolnya kecil bgt lagi nggak di tekan kadang langsung masuk aja ke apk shopee nih alamak najisnyaaa, iklan aja terus di semua apk mana tombolnya kecil bgt lagi tidak di tekan kadang langsung masuk aja ke apk shopee nih alamak najisnyaaa , iklan aja terus semua apk tombolnya kecil bgt tidak tekan kadang langsung masuk aja apk shopee nih alamak najisnyaaa ,"['iklan', 'aja', 'terus', 'semua', 'apk', 'tombolnya', 'kecil', 'bgt', 'tidak', 'tekan', 'kadang', 'langsung', 'masuk', 'aja', 'apk', 'shopee', 'nih', 'alamak', 'najisnyaaa']",iklan aja terus semua apk tombol kecil bgt tidak tekan kadang langsung masuk aja apk shopee nih alamak najisnyaaa
positif,apk ini sagat bagus saya suka,apk ini sagat bagus saya suka, apk ini sagat bagus saya suka , apk sagat bagus suka ,"['apk', 'sagat', 'bagus', 'suka']",apk sagat bagus suka
negatif,"Pengalaman saya belanja di Shopee 👍👍👍💕 tp harus pandai2 dan teliti dalam berbelanja. Kadang iklan sm barang beda. contoh iklannya yg dijual sunco 2 ltr, tp yg muncul sunco 1 ltr.",pengalaman saya belanja di shopee tp harus pandai2 dan teliti dalam berbelanja kadang iklan sm barang beda contoh iklannya yg dijual sunco 2 ltr tp yg muncul sunco 1 ltr, pengalaman saya belanja di shopee tp harus pandai2 dan teliti dalam berbelanja kadang iklan sm barang beda contoh iklannya yang dijual sunco 2 ltr tp yang muncul sunco 1 ltr , pengalaman belanja shopee tp pandai2 teliti berbelanja kadang iklan sm barang beda contoh iklannya dijual sunco 2 ltr tp muncul sunco 1 ltr ,"['pengalaman', 'belanja', 'shopee', 'tp', 'pandai2', 'teliti', 'berbelanja', 'kadang', 'iklan', 'sm', 'barang', 'beda', 'contoh', 'iklannya', 'dijual', 'sunco', '2', 'ltr', 'tp', 'muncul', 'sunco', '1', 'ltr']",alam belanja shopee tp pandai2 teliti belanja kadang iklan sm barang beda contoh iklan jual sunco 2 ltr tp muncul sunco 1 ltr
positif,selama belanja di shopee...produk dan pengiriman ok...hanya perlu selektif saja dalam berbelanja...,selama belanja di shopeeproduk dan pengiriman okhanya perlu selektif saja dalam berbelanja, selama belanja di shopeeproduk dan pengiriman okhanya perlu selektif saja dalam berbelanja , selama belanja shopeeproduk pengiriman okhanya perlu selektif dalam berbelanja ,"['selama', 'belanja', 'shopeeproduk', 'pengiriman', 'okhanya', 'perlu', 'selektif', 'dalam', 'berbelanja']",lama belanja shopeeproduk kirim okhanya perlu selektif dalam belanja
positif,ok,ok, ok , ,[],
positif,menarik dan puas belanja di sini karena ongkir nya gk mahal,menarik dan puas belanja di sini karena ongkir nya gk mahal, menarik dan puas belanja di sini karena ongkir nya gk mahal , menarik puas belanja sini ongkir nya gk mahal ,"['menarik', 'puas', 'belanja', 'sini', 'ongkir', 'nya', 'gk', 'mahal']",tarik puas belanja sini ongkir nya gk mahal
positif,senang belanja di shopee,senang belanja di shopee, senang belanja di shopee , senang belanja shopee ,"['senang', 'belanja', 'shopee']",senang belanja shopee
netral,olo,olo, olo , olo ,['olo'],olo
positif,"sayah suka dengan adanyah aplikasi shopee blanja bisa dirumah cuma sayang vidio yg didahulukan yg bisa mengganggu kelancaran blnja coba tolong vidio,nyh dihilangkan",sayah suka dengan adanyah aplikasi shopee blanja bisa dirumah cuma sayang vidio yg didahulukan yg bisa mengganggu kelancaran blnja coba tolong vidionyh dihilangkan, sayah suka dengan adanyah aplikasi shopee blanja bisa dirumah cuma sayang vidio yang didahulukan yang bisa mengganggu kelancaran blnja coba tolong vidionyh dihilangkan , sayah suka adanyah aplikasi shopee blanja dirumah cuma sayang vidio didahulukan bisa mengganggu kelancaran blnja coba vidionyh dihilangkan ,"['sayah', 'suka', 'adanyah', 'aplikasi', 'shopee', 'blanja', 'dirumah', 'cuma', 'sayang', 'vidio', 'didahulukan', 'bisa', 'mengganggu', 'kelancaran', 'blnja', 'coba', 'vidionyh', 'dihilangkan']",sayah suka adanyah aplikasi shopee blanja rumah cuma sayang vidio dahulu bisa ganggu lancar blnja coba vidionyh hilang
positif,"saya merasa sangat terbantu dg adanya merchant shop ini, bisa cari dan dapatkan apapun di sini,mantapp",saya merasa sangat terbantu dg adanya merchant shop ini bisa cari dan dapatkan apapun di sinimantapp, saya merasa sangat terbantu dg adanya merchant shop ini bisa cari dan dapatkan apapun di sinimantapp , merasa terbantu dg merchant shop bisa cari dapatkan apapun sinimantapp ,"['merasa', 'terbantu', 'dg', 'merchant', 'shop', 'bisa', 'cari', 'dapatkan', 'apapun', 'sinimantapp']",rasa bantu dg merchant shop bisa cari dapat apa sinimantapp
negatif,iklan lu kek jemb0t,iklan lu kek jemb0t, iklan lu kek jemb0t , iklan lu kek jemb0t ,"['iklan', 'lu', 'kek', 'jemb0t']",iklan lu kek jemb0t
positif,mantappppp,mantappppp, mantappppp , mantappppp ,['mantappppp'],mantappppp
positif,Good aplikasi belanja online banyak promo dan barang lengkap apa saja yang dicari pasti ada Terima kasih,good aplikasi belanja online banyak promo dan barang lengkap apa saja yang dicari pasti ada terima kasih, good aplikasi belanja online banyak promo dan barang lengkap apa saja yang dicari pasti ada terima kasih , good aplikasi belanja online promo barang lengkap saja dicari ada terima kasih ,"['good', 'aplikasi', 'belanja', 'online', 'promo', 'barang', 'lengkap', 'saja', 'dicari', 'ada', 'terima', 'kasih']",good aplikasi belanja online promo barang lengkap saja cari ada terima kasih
positif,sangat membantu,sangat membantu, sangat membantu , membantu ,['membantu'],bantu
positif,memudahkan,memudahkan, memudahkan , memudahkan ,['memudahkan'],mudah
positif,mantap,mantap, mantap , mantap ,['mantap'],mantap
netral,ga ada alasan,ga ada alasan, tidak ada alasan , ada alasan ,"['ada', 'alasan']",ada alas
positif,oke sangat membantu,oke sangat membantu, oke sangat membantu , oke membantu ,"['oke', 'membantu']",oke bantu
positif,bagusss,bagusss, bagusss , bagusss ,['bagusss'],bagusss
positif,bagus,bagus, bagus , bagus ,['bagus'],bagus
positif,banyak promo Dan free ongkir,banyak promo dan free ongkir, banyak promo dan free ongkir , promo free ongkir ,"['promo', 'free', 'ongkir']",promo free ongkir
positif,Suka dengan aplikasi ini sangat membantu mempermudah pencariyan barang yang di sukai sukses selalu buat shopee,suka dengan aplikasi ini sangat membantu mempermudah pencariyan barang yang di sukai sukses selalu buat shopee, suka dengan aplikasi ini sangat membantu mempermudah pencariyan barang yang di sukai sukses selalu buat shopee , suka aplikasi sangat membantu mempermudah pencariyan barang di sukai sukses selalu buat shopee ,"['suka', 'aplikasi', 'sangat', 'membantu', 'mempermudah', 'pencariyan', 'barang', 'di', 'sukai', 'sukses', 'selalu', 'buat', 'shopee']",suka aplikasi sangat bantu mudah pencariyan barang di suka sukses selalu buat shopee
positif,Mantap oke banget,mantap oke banget, mantap oke banget , mantap oke banget ,"['mantap', 'oke', 'banget']",mantap oke banget
negatif,p.pe. aku nyari aplikasi laen malah ko terus bab. yg ngga ku pencet bintang satu ko p.pe.,ppe aku nyari aplikasi laen malah ko terus bab yg ngga ku pencet bintang satu ko ppe, ppe aku nyari aplikasi laen malah ko terus bab yang tidak ku pencet bintang satu ko ppe , ppe aku nyari aplikasi laen malah ko terus bab tidak ku pencet bintang satu ko ppe ,"['ppe', 'aku', 'nyari', 'aplikasi', 'laen', 'malah', 'ko', 'terus', 'bab', 'tidak', 'ku', 'pencet', 'bintang', 'satu', 'ko', 'ppe']",ppe aku nyari aplikasi laen malah ko terus bab tidak ku pencet bintang satu ko ppe
positif,barang sudah sampe dengan Rapi,barang sudah sampe dengan rapi, barang sudah sampe dengan rapi , barang sampe rapi ,"['barang', 'sampe', 'rapi']",barang sampe rapi
positif,"shopee sekarang dah bagus sih,tp knp sekarang dh ga kerjasama dg dana y,pdhl AQ sering byrnya pke dana, masukan saya kalau BS terapkan sistem pembayaran lewat QRIS,biar planggan jg ada pilihan LBH mudah lagi, terimakasih",shopee sekarang dah bagus sihtp knp sekarang dh ga kerjasama dg dana ypdhl aq sering byrnya pke dana masukan saya kalau bs terapkan sistem pembayaran lewat qrisbiar planggan jg ada pilihan lbh mudah lagi terimakasih, shopee sekarang dah bagus sihtp knp sekarang dh tidak kerjasama dg dana ypdhl aq sering byrnya pke dana masukan saya kalau bs terapkan sistem pembayaran lewat qrisbiar planggan jg ada pilihan lbh mudah lagi terimakasih , shopee sekarang dah bagus sihtp knp sekarang dh kerjasama dg dana ypdhl aq sering byrnya pke dana masukan kalau bs terapkan sistem pembayaran lewat qrisbiar planggan jg pilihan lbh mudah terimakasih ,"['shopee', 'sekarang', 'dah', 'bagus', 'sihtp', 'knp', 'sekarang', 'dh', 'kerjasama', 'dg', 'dana', 'ypdhl', 'aq', 'sering', 'byrnya', 'pke', 'dana', 'masukan', 'kalau', 'bs', 'terapkan', 'sistem', 'pembayaran', 'lewat', 'qrisbiar', 'planggan', 'jg', 'pilihan', 'lbh', 'mudah', 'terimakasih']",shopee sekarang dah bagus sihtp knp sekarang dh kerjasama dg dana ypdhl aq sering byrnya pke dana masuk kalau bs terap sistem bayar lewat qrisbiar planggan jg pilih lbh mudah terimakasih
positif,mantap,mantap, mantap , mantap ,['mantap'],mantap
positif,baik,baik, baik , ,[],
positif,belanja murah,belanja murah, belanja murah , belanja murah ,"['belanja', 'murah']",belanja murah
negatif,shopee skrng lemot pengiriman nya..,shopee skrng lemot pengiriman nya, shopee skrng lemot pengiriman nya , shopee skrng lemot pengiriman nya ,"['shopee', 'skrng', 'lemot', 'pengiriman', 'nya']",shopee skrng lot kirim nya
positif,good,good, good , good ,['good'],good
negatif,"makin sini makin lemot,mau bayar splater aja sampai berjam jam yg akhirnya ga bisa di buka karena lemot jadi kena denda..",makin sini makin lemotmau bayar splater aja sampai berjam jam yg akhirnya ga bisa di buka karena lemot jadi kena denda, makin sini makin lemotmau bayar splater aja sampai berjam jam yang akhirnya tidak bisa di buka karena lemot jadi kena denda , makin sini makin lemotmau bayar splater aja berjam jam akhirnya bisa buka lemot jadi kena denda ,"['makin', 'sini', 'makin', 'lemotmau', 'bayar', 'splater', 'aja', 'berjam', 'jam', 'akhirnya', 'bisa', 'buka', 'lemot', 'jadi', 'kena', 'denda']",makin sini makin lemotmau bayar splater aja jam jam akhir bisa buka lot jadi kena denda
positif,sangat baik dan seru,sangat baik dan seru, sangat baik dan seru , baik seru ,"['baik', 'seru']",baik seru
negatif,"update terus,tapi peforma buruk",update terustapi peforma buruk, update terustapi peforma buruk , update terustapi peforma buruk ,"['update', 'terustapi', 'peforma', 'buruk']",update terustapi forma buruk
positif,sangat puas,sangat puas, sangat puas , puas ,['puas'],puas
positif,siiiipppppp,siiiipppppp, siiiipppppp , siiiipppppp ,['siiiipppppp'],siiiipppppp
negatif,"knapa lagi ini shopee express kok kumat""an kurirnya kadang satset kadang lama ☺️",knapa lagi ini shopee express kok kumatan kurirnya kadang satset kadang lama, knapa lagi ini shopee express kok kumatan kurirnya kadang satset kadang lama , knapa ini shopee express kok kumatan kurirnya kadang satset kadang lama ,"['knapa', 'ini', 'shopee', 'express', 'kok', 'kumatan', 'kurirnya', 'kadang', 'satset', 'kadang', 'lama']",knapa ini shopee express kok kumat kurir kadang satset kadang lama
positif,Alhamdulilah tepat waktu.,alhamdulilah tepat waktu, alhamdulilah tepat waktu , alhamdulilah tepat waktu ,"['alhamdulilah', 'tepat', 'waktu']",alhamdulilah tepat waktu
positif,good,good, good , good ,['good'],good
negatif,"setelah pakai jasa pengiriman spx, barang yang dipesan baik dari yang jarak jauh maupun yang dekat sama aja estimasi pengantarannya (lama)",setelah pakai jasa pengiriman spx barang yang dipesan baik dari yang jarak jauh maupun yang dekat sama aja estimasi pengantarannya lama, setelah pakai jasa pengiriman spx barang yang dipesan baik dari yang jarak jauh maupun yang dekat sama aja estimasi pengantarannya lama , pakai jasa pengiriman spx barang dipesan dari jarak jauh maupun dekat sama aja estimasi pengantarannya lama ,"['pakai', 'jasa', 'pengiriman', 'spx', 'barang', 'dipesan', 'dari', 'jarak', 'jauh', 'maupun', 'dekat', 'sama', 'aja', 'estimasi', 'pengantarannya', 'lama']",pakai jasa kirim spx barang pes dari jarak jauh maupun dekat sama aja estimasi antar lama
netral,di paksa nilai,di paksa nilai, di paksa nilai , paksa nilai ,"['paksa', 'nilai']",paksa nilai
positif,ok,ok, ok , ,[],
positif,josss,josss, josss , josss ,['josss'],josss
netral,🤗,,  ,  ,[],
netral,bisa memantau posisi janda,bisa memantau posisi janda, bisa memantau posisi janda , memantau posisi janda ,"['memantau', 'posisi', 'janda']",pantau posisi janda
positif,"mudah untuk berbelanja apa yang di butuh kan,",mudah untuk berbelanja apa yang di butuh kan, mudah untuk berbelanja apa yang di butuh kan , mudah berbelanja yang butuh kan ,"['mudah', 'berbelanja', 'yang', 'butuh', 'kan']",mudah belanja yang butuh kan
positif,debes semoga banyak barang yang gratis,debes semoga banyak barang yang gratis, debes semoga banyak barang yang gratis , debes semoga barang gratis ,"['debes', 'semoga', 'barang', 'gratis']",debes moga barang gratis
positif,Belanja aman dan nyaman,belanja aman dan nyaman, belanja aman dan nyaman , belanja aman nyaman ,"['belanja', 'aman', 'nyaman']",belanja aman nyaman
positif,bagus,bagus, bagus , bagus ,['bagus'],bagus
positif,mantap,mantap, mantap , mantap ,['mantap'],mantap
positif,"Selalu berikan yang terbaik,,,sukses",selalu berikan yang terbaiksukses, selalu berikan yang terbaiksukses , selalu berikan terbaiksukses ,"['selalu', 'berikan', 'terbaiksukses']",selalu ikan terbaiksukses
positif,sangat membantu,sangat membantu, sangat membantu , membantu ,['membantu'],bantu
positif,sangat puas,sangat puas, sangat puas , puas ,['puas'],puas
positif,sangat bagus bisa untuk berbelanja online,sangat bagus bisa untuk berbelanja online, sangat bagus bisa untuk berbelanja online , bagus untuk berbelanja online ,"['bagus', 'untuk', 'berbelanja', 'online']",bagus untuk belanja online
positif,"shopee bagus apalagi dari gratis ongkirnya. tapi kurang nyaman dari video""nya baru masuk apk ngelag karna langsung ke shopee video. gitu.",shopee bagus apalagi dari gratis ongkirnya tapi kurang nyaman dari videonya baru masuk apk ngelag karna langsung ke shopee video gitu, shopee bagus apalagi dari gratis ongkirnya tapi kurang nyaman dari videonya baru masuk apk ngelag karna langsung ke shopee video gitu , shopee bagus gratis ongkirnya kurang nyaman dari videonya masuk apk ngelag karna langsung shopee video gitu ,"['shopee', 'bagus', 'gratis', 'ongkirnya', 'kurang', 'nyaman', 'dari', 'videonya', 'masuk', 'apk', 'ngelag', 'karna', 'langsung', 'shopee', 'video', 'gitu']",shopee bagus gratis ongkirnya kurang nyaman dari video masuk apk ngelag karna langsung shopee video gitu
negatif,"Aplikasi cacattt, lag banget",aplikasi cacattt lag banget, aplikasi cacattt lag banget , aplikasi cacattt lag banget ,"['aplikasi', 'cacattt', 'lag', 'banget']",aplikasi cacattt lag banget
positif,mantap,mantap, mantap , mantap ,['mantap'],mantap
negatif,segala dah bagus.diskon mantap.tapi kurir kalo brengsek GK bisa dilaporin,segala dah bagusdiskon mantaptapi kurir kalo brengsek gk bisa dilaporin, segala dah bagusdiskon mantaptapi kurir kalo brengsek gk bisa dilaporin , segala dah bagusdiskon mantaptapi kurir kalo brengsek gk dilaporin ,"['segala', 'dah', 'bagusdiskon', 'mantaptapi', 'kurir', 'kalo', 'brengsek', 'gk', 'dilaporin']",segala dah bagusdiskon mantaptapi kurir kalo brengsek gk dilaporin
positif,shope keren,shope keren, shope keren , shope keren ,"['shope', 'keren']",shope keren
negatif,"kalo bikin iklan yang ngotak , saya cuma pingin liat konten yang lain malah liat konten elu",kalo bikin iklan yang ngotak saya cuma pingin liat konten yang lain malah liat konten elu, kalo bikin iklan yang ngotak saya cuma pingin liat konten yang lain malah liat konten elu , kalo bikin iklan ngotak cuma pingin liat konten lain malah liat konten elu ,"['kalo', 'bikin', 'iklan', 'ngotak', 'cuma', 'pingin', 'liat', 'konten', 'lain', 'malah', 'liat', 'konten', 'elu']",kalo bikin iklan ngotak cuma pingin liat konten lain malah liat konten elu
positif,bagus,bagus, bagus , bagus ,['bagus'],bagus
positif,"belanja online, murah...cepat",belanja online murahcepat, belanja online murahcepat , belanja online murahcepat ,"['belanja', 'online', 'murahcepat']",belanja online murahcepat
negatif,PENGIRIMAN SANGAT LAMBAT!,pengiriman sangat lambat, pengiriman sangat lambat , pengiriman lambat ,"['pengiriman', 'lambat']",kirim lambat
positif,mantap!!! bikin hidup lebih hidup,mantap bikin hidup lebih hidup, mantap bikin hidup lebih hidup , mantap bikin hidup hidup ,"['mantap', 'bikin', 'hidup', 'hidup']",mantap bikin hidup hidup
positif,sangat baguss,sangat baguss, sangat baguss , baguss ,['baguss'],baguss
positif,puasss,puasss, puasss , puasss ,['puasss'],puasss
positif,sangat suka belanja d shopee kalo bisa jngan ada ongkir lagi ya,sangat suka belanja d shopee kalo bisa jngan ada ongkir lagi ya, sangat suka belanja d shopee kalo bisa jngan ada ongkir lagi ya , suka belanja d shopee kalo jngan ongkir ya ,"['suka', 'belanja', 'd', 'shopee', 'kalo', 'jngan', 'ongkir', 'ya']",suka belanja d shopee kalo jngan ongkir ya
positif,baik pelayanannya tidak laama,baik pelayanannya tidak laama, baik pelayanannya tidak laama , pelayanannya laama ,"['pelayanannya', 'laama']",layan laama
negatif,"saya kasih bintang satu, soalnya kurir di expedisi SPX PASEAN sering pengiriman gagal,alias balik lagi,padahal kurirnya tetangga sendiri",saya kasih bintang satu soalnya kurir di expedisi spx pasean sering pengiriman gagalalias balik lagipadahal kurirnya tetangga sendiri, saya kasih bintang satu soalnya kurir di expedisi spx pasean sering pengiriman gagalalias balik lagipadahal kurirnya tetangga sendiri , kasih bintang satu soalnya kurir expedisi spx pasean sering pengiriman gagalalias balik lagipadahal kurirnya tetangga sendiri ,"['kasih', 'bintang', 'satu', 'soalnya', 'kurir', 'expedisi', 'spx', 'pasean', 'sering', 'pengiriman', 'gagalalias', 'balik', 'lagipadahal', 'kurirnya', 'tetangga', 'sendiri']",kasih bintang satu soal kurir expedisi spx pasean sering kirim gagalalias balik lagipadahal kurir tetangga sendiri
negatif,Tolong dong Kak please yang membuat apikasi Shopee diperbaiki ya 🙏 tiap baru masuk aplikasi pasti kevideo jadi lemot poll ini kayak dulu aja tiap masuk aplikasi keberanda oke nanti q kasih bintang 5 saya doakan sehat selalu. amin 🤲,tolong dong kak please yang membuat apikasi shopee diperbaiki ya tiap baru masuk aplikasi pasti kevideo jadi lemot poll ini kayak dulu aja tiap masuk aplikasi keberanda oke nanti q kasih bintang 5 saya doakan sehat selalu amin, tolong dong kak please yang membuat apikasi shopee diperbaiki ya tiap baru masuk aplikasi pasti kevideo jadi lemot poll ini kayak dulu aja tiap masuk aplikasi keberanda oke nanti q kasih bintang 5 saya doakan sehat selalu amin , dong kak please membuat apikasi shopee diperbaiki tiap masuk aplikasi kevideo jadi lemot poll kayak dulu aja tiap masuk aplikasi keberanda oke q kasih bintang 5 doakan sehat selalu amin ,"['dong', 'kak', 'please', 'membuat', 'apikasi', 'shopee', 'diperbaiki', 'tiap', 'masuk', 'aplikasi', 'kevideo', 'jadi', 'lemot', 'poll', 'kayak', 'dulu', 'aja', 'tiap', 'masuk', 'aplikasi', 'keberanda', 'oke', 'q', 'kasih', 'bintang', '5', 'doakan', 'sehat', 'selalu', 'amin']",dong kak please buat apikasi shopee baik tiap masuk aplikasi video jadi lot poll kayak dulu aja tiap masuk aplikasi beranda oke q kasih bintang 5 doa sehat selalu amin
negatif,bintang 1 aja lah udh malas sama pengantaran barang paket di shopee Bru sampai 1 hri di alamat tujuan tiba² langsung di retur tanpa di antara di rumah,bintang 1 aja lah udh malas sama pengantaran barang paket di shopee bru sampai 1 hri di alamat tujuan tiba langsung di retur tanpa di antara di rumah, bintang 1 aja lah udh malas sama pengantaran barang paket di shopee bru sampai 1 hri di alamat tujuan tiba langsung di retur tanpa di antara di rumah , bintang 1 aja lah udh malas sama pengantaran barang paket shopee bru 1 hri alamat tujuan tiba langsung retur di di rumah ,"['bintang', '1', 'aja', 'lah', 'udh', 'malas', 'sama', 'pengantaran', 'barang', 'paket', 'shopee', 'bru', '1', 'hri', 'alamat', 'tujuan', 'tiba', 'langsung', 'retur', 'di', 'di', 'rumah']",bintang 1 aja lah udh malas sama antar barang paket shopee bru 1 hri alamat tuju tiba langsung retur di di rumah
netral,mak tukuk ke barongan,mak tukuk ke barongan, mak tukuk ke barongan , mak tukuk barongan ,"['mak', 'tukuk', 'barongan']",mak tukuk barongan
netral,shoop jam 10000,shoop jam 10000, shoop jam 10000 , shoop jam 10000 ,"['shoop', 'jam', '10000']",shoop jam 10000
netral,pindahan olshop dari toko ijo sebelah yang udah kerasa mau bangkrut. anda harus jauh lebih baik shopee,pindahan olshop dari toko ijo sebelah yang udah kerasa mau bangkrut anda harus jauh lebih baik shopee, pindahan olshop dari toko ijo sebelah yang udah kerasa mau bangkrut anda harus jauh lebih baik shopee , pindahan olshop toko ijo sebelah udah kerasa mau bangkrut harus jauh baik shopee ,"['pindahan', 'olshop', 'toko', 'ijo', 'sebelah', 'udah', 'kerasa', 'mau', 'bangkrut', 'harus', 'jauh', 'baik', 'shopee']",pindah olshop toko ijo belah udah rasa mau bangkrut harus jauh baik shopee
netral,👍👍👍👍👍,,  ,  ,[],
negatif,mudah belanja di shopee barang sesuai dg gambar... kecuali pakaian kadang tidak sesuai gambar.....,mudah belanja di shopee barang sesuai dg gambar kecuali pakaian kadang tidak sesuai gambar, mudah belanja di shopee barang sesuai dg gambar kecuali pakaian kadang tidak sesuai gambar , mudah belanja shopee barang sesuai dg gambar pakaian kadang sesuai gambar ,"['mudah', 'belanja', 'shopee', 'barang', 'sesuai', 'dg', 'gambar', 'pakaian', 'kadang', 'sesuai', 'gambar']",mudah belanja shopee barang sesuai dg gambar pakai kadang sesuai gambar
positif,bagus sangatembantu .. apdate barang sampai sering telat lama.,bagus sangatembantu apdate barang sampai sering telat lama, bagus sangatembantu apdate barang sampai sering telat lama , bagus sangatembantu apdate barang sering telat lama ,"['bagus', 'sangatembantu', 'apdate', 'barang', 'sering', 'telat', 'lama']",bagus sangatembantu apdate barang sering telat lama
positif,"sangat memuaskan belanja di shoppee menyingkat waktu, efisien dan harga lbih murah ❤️🙏",sangat memuaskan belanja di shoppee menyingkat waktu efisien dan harga lbih murah, sangat memuaskan belanja di shoppee menyingkat waktu efisien dan harga lbih murah , memuaskan belanja shoppee menyingkat waktu efisien harga lbih murah ,"['memuaskan', 'belanja', 'shoppee', 'menyingkat', 'waktu', 'efisien', 'harga', 'lbih', 'murah']",muas belanja shoppee singkat waktu efisien harga lbih murah
positif,Shopee mantap 👍 tapi kurang canggih kek apk z apk z kalau paket mau datang ada pemberitahuan nya jadi tau paket nya mau datang kalau shopee gak ada tolong di ada kan ya shopee terimakasih 👍👍👍💯,shopee mantap tapi kurang canggih kek apk z apk z kalau paket mau datang ada pemberitahuan nya jadi tau paket nya mau datang kalau shopee gak ada tolong di ada kan ya shopee terimakasih, shopee mantap tapi kurang canggih kek apk z apk z kalau paket mau datang ada pemberitahuan nya jadi tau paket nya mau datang kalau shopee tidak ada tolong di ada kan ya shopee terimakasih , shopee mantap kurang canggih kek apk z apk z paket mau datang pemberitahuan nya jadi tau paket nya mau datang shopee di ada kan shopee terimakasih ,"['shopee', 'mantap', 'kurang', 'canggih', 'kek', 'apk', 'z', 'apk', 'z', 'paket', 'mau', 'datang', 'pemberitahuan', 'nya', 'jadi', 'tau', 'paket', 'nya', 'mau', 'datang', 'shopee', 'di', 'ada', 'kan', 'shopee', 'terimakasih']",shopee mantap kurang canggih kek apk z apk z paket mau datang pemberitahuan nya jadi tau paket nya mau datang shopee di ada kan shopee terimakasih
