label,content,clean,norm,stop,token,stem
negatif,"Aku setia sama lazada setiap minggu belanja, walaupun sering kecewa sama barang yg ga sesuai, blm pernah retun pengiriman ga tepat waktu kadang sampai malam jam 23. terakhir gagal pengiriman harusnya tgl 3 di konfirmasi tgl 6 taunya tgl 4 datang pas ga da org dirumah. yg salah siapa yg kena suster siapa.",aku setia sama lazada setiap minggu belanja walaupun sering kecewa sama barang yg ga sesuai blm pernah retun pengiriman ga tepat waktu kadang sampai malam jam 23 terakhir gagal pengiriman harusnya tgl 3 di konfirmasi tgl 6 taunya tgl 4 datang pas ga da org dirumah yg salah siapa yg kena suster siapa, aku setia sama lazada setiap minggu belanja walaupun sering kecewa sama barang yang tidak sesuai blm pernah retun pengiriman tidak tepat waktu kadang sampai malam jam 23 terakhir gagal pengiriman harusnya tgl 3 di konfirmasi tgl 6 taunya tgl 4 datang pas tidak da org dirumah yang salah siapa yang kena suster siapa , aku setia sama lazada minggu belanja walaupun sering kecewa sama barang sesuai blm pernah retun pengiriman tepat waktu kadang malam jam 23 terakhir gagal pengiriman harusnya tgl 3 konfirmasi tgl 6 taunya tgl 4 datang pas tidak da org dirumah salah siapa kena suster siapa ,"['aku', 'setia', 'sama', 'lazada', 'minggu', 'belanja', 'walaupun', 'sering', 'kecewa', 'sama', 'barang', 'sesuai', 'blm', 'pernah', 'retun', 'pengiriman', 'tepat', 'waktu', 'kadang', 'malam', 'jam', '23', 'terakhir', 'gagal', 'pengiriman', 'harusnya', 'tgl', '3', 'konfirmasi', 'tgl', '6', 'taunya', 'tgl', '4', 'datang', 'pas', 'tidak', 'da', 'org', 'dirumah', 'salah', 'siapa', 'kena', 'suster', 'siapa']",aku setia sama lazada minggu belanja walaupun sering kecewa sama barang sesuai blm pernah retun kirim tepat waktu kadang malam jam 23 akhir gagal kirim harus tgl 3 konfirmasi tgl 6 tau tgl 4 datang pas tidak da org rumah salah siapa kena suster siapa
negatif,pas mau banyar ihhh banyak loading jengkel niat ngga sih ini aplikasi,pas mau banyar ihhh banyak loading jengkel niat ngga sih ini aplikasi, pas mau banyar ihhh banyak loading jengkel niat tidak sih ini aplikasi , pas mau banyar ihhh loading jengkel niat sih aplikasi ,"['pas', 'mau', 'banyar', 'ihhh', 'loading', 'jengkel', 'niat', 'sih', 'aplikasi']",pas mau banyar ihhh loading jengkel niat sih aplikasi
positif,mantap,mantap, mantap , mantap ,['mantap'],mantap
positif,bagus banyak promo + gratis ongkir,bagus banyak promo gratis ongkir, bagus banyak promo gratis ongkir , bagus promo gratis ongkir ,"['bagus', 'promo', 'gratis', 'ongkir']",bagus promo gratis ongkir
negatif,"ngasih ongkirnya GK kira""",ngasih ongkirnya gk kira, ngasih ongkirnya gk kira , ngasih ongkirnya gk kira ,"['ngasih', 'ongkirnya', 'gk', 'kira']",ngasih ongkirnya gk kira
netral,Tolong buka akun google di aplikasi ini,tolong buka akun google di aplikasi ini, tolong buka akun google di aplikasi ini , buka akun google aplikasi ,"['buka', 'akun', 'google', 'aplikasi']",buka akun google aplikasi
positif,mantap,mantap, mantap , mantap ,['mantap'],mantap
negatif,sangat kecewa sama lazada semua nomer kurir yang terdaftar di lazada gak ada WA nya semua pengiriman lambat nomer kurir nya gak ada WA nya semua tolong kurir lazada di perbaiki lagi tolong nomor kurir nya kasih nomor WA nya yang di daftar kan di lazada,sangat kecewa sama lazada semua nomer kurir yang terdaftar di lazada gak ada wa nya semua pengiriman lambat nomer kurir nya gak ada wa nya semua tolong kurir lazada di perbaiki lagi tolong nomor kurir nya kasih nomor wa nya yang di daftar kan di lazada, sangat kecewa sama lazada semua nomer kurir yang terdaftar di lazada tidak ada wa nya semua pengiriman lambat nomer kurir nya tidak ada wa nya semua tolong kurir lazada di perbaiki lagi tolong nomor kurir nya kasih nomor wa nya yang di daftar kan di lazada , kecewa sama lazada semua nomer kurir terdaftar lazada ada wa nya semua pengiriman lambat nomer kurir nya ada wa nya semua kurir lazada perbaiki tolong nomor kurir nya kasih nomor wa nya daftar kan di lazada ,"['kecewa', 'sama', 'lazada', 'semua', 'nomer', 'kurir', 'terdaftar', 'lazada', 'ada', 'wa', 'nya', 'semua', 'pengiriman', 'lambat', 'nomer', 'kurir', 'nya', 'ada', 'wa', 'nya', 'semua', 'kurir', 'lazada', 'perbaiki', 'tolong', 'nomor', 'kurir', 'nya', 'kasih', 'nomor', 'wa', 'nya', 'daftar', 'kan', 'di', 'lazada']",kecewa sama lazada semua nomer kurir daftar lazada ada wa nya semua kirim lambat nomer kurir nya ada wa nya semua kurir lazada baik tolong nomor kurir nya kasih nomor wa nya daftar kan di lazada
positif,Lazada is the best daripada,lazada is the best daripada, lazada is the best daripada , lazada is the best ,"['lazada', 'is', 'the', 'best']",lazada is the best
negatif,sempat dpat barang rusak👍🥹,sempat dpat barang rusak, sempat dpat barang rusak , sempat dpat barang rusak ,"['sempat', 'dpat', 'barang', 'rusak']",sempat dpat barang rusak
negatif,"awal bagus ak ksih ranting 5 skrg ak kasih 3 makin lama sistem pemesan dn pengiriman lambat bgt prosesnya dulu jkt ke sragen jateng 3-4 hr skrang 6-7 hri, beda sam tetengga masih 3-4hr ud sampe...",awal bagus ak ksih ranting 5 skrg ak kasih 3 makin lama sistem pemesan dn pengiriman lambat bgt prosesnya dulu jkt ke sragen jateng 34 hr skrang 67 hri beda sam tetengga masih 34hr ud sampe, awal bagus ak ksih ranting 5 skrg ak kasih 3 makin lama sistem pemesan dn pengiriman lambat bgt prosesnya dulu jkt ke sragen jateng 34 hr skrang 67 hri beda sam tetengga masih 34hr ud sampe , awal bagus ak ksih ranting 5 skrg ak kasih 3 makin lama sistem pemesan dn pengiriman lambat bgt prosesnya dulu jkt sragen jateng 34 hr skrang 67 hri beda sam tetengga 34hr ud sampe ,"['awal', 'bagus', 'ak', 'ksih', 'ranting', '5', 'skrg', 'ak', 'kasih', '3', 'makin', 'lama', 'sistem', 'pemesan', 'dn', 'pengiriman', 'lambat', 'bgt', 'prosesnya', 'dulu', 'jkt', 'sragen', 'jateng', '34', 'hr', 'skrang', '67', 'hri', 'beda', 'sam', 'tetengga', '34hr', 'ud', 'sampe']",awal bagus ak ksih ranting 5 skrg ak kasih 3 makin lama sistem mes dn kirim lambat bgt proses dulu jkt sragen jateng 34 hr skrang 67 hri beda sam tetengga 34hr ud sampe
positif,mantab,mantab, mantab , mantab ,['mantab'],mantab
positif,bagus...pengiriman so faster...,baguspengiriman so faster, baguspengiriman so faster , baguspengiriman so faster ,"['baguspengiriman', 'so', 'faster']",baguspengiriman so faster
negatif,"masih banyak toko-toko gelap, potensi penipuan",masih banyak tokotoko gelap potensi penipuan, masih banyak tokotoko gelap potensi penipuan , banyak tokotoko gelap potensi penipuan ,"['banyak', 'tokotoko', 'gelap', 'potensi', 'penipuan']",banyak tokotoko gelap potensi tipu
negatif,"lazada memang ngak jelas,hampir semua pedagang didalamnya,,penipu semua...mmaf untuk pengembang,kami hanya meluapkan,rasa kekecewan kami.",lazada memang ngak jelashampir semua pedagang didalamnyapenipu semuammaf untuk pengembangkami hanya meluapkanrasa kekecewan kami, lazada memang ngak jelashampir semua pedagang didalamnyapenipu semuammaf untuk pengembangkami hanya meluapkanrasa kekecewan kami , lazada memang ngak jelashampir semua pedagang didalamnyapenipu semuammaf pengembangkami meluapkanrasa kekecewan ,"['lazada', 'memang', 'ngak', 'jelashampir', 'semua', 'pedagang', 'didalamnyapenipu', 'semuammaf', 'pengembangkami', 'meluapkanrasa', 'kekecewan']",lazada memang ngak jelashampir semua dagang didalamnyapenipu semuammaf pengembangkami meluapkanrasa kekecewan
positif,baik,baik, baik , ,[],
positif,Selama ini lazada tidak mengecewakan.semoga kedepannya lebih baik untuk menutup toko yg penipu. lebih banyak promo terutama gratis ongkir semoga lebih banyak lagi,selama ini lazada tidak mengecewakansemoga kedepannya lebih baik untuk menutup toko yg penipu lebih banyak promo terutama gratis ongkir semoga lebih banyak lagi, selama ini lazada tidak mengecewakansemoga kedepannya lebih baik untuk menutup toko yang penipu lebih banyak promo terutama gratis ongkir semoga lebih banyak lagi , selama lazada mengecewakansemoga kedepannya baik menutup toko penipu banyak promo terutama gratis ongkir semoga banyak ,"['selama', 'lazada', 'mengecewakansemoga', 'kedepannya', 'baik', 'menutup', 'toko', 'penipu', 'banyak', 'promo', 'terutama', 'gratis', 'ongkir', 'semoga', 'banyak']",lama lazada mengecewakansemoga depan baik tutup toko tipu banyak promo utama gratis ongkir moga banyak
negatif,ongkir nya mahal,ongkir nya mahal, ongkir nya mahal , ongkir nya mahal ,"['ongkir', 'nya', 'mahal']",ongkir nya mahal
negatif,paketnya kagak ada jangan beli disini,paketnya kagak ada jangan beli disini, paketnya kagak ada jangan beli disini , paketnya kagak jangan beli disini ,"['paketnya', 'kagak', 'jangan', 'beli', 'disini']",paket kagak jangan beli sini
positif,mantap,mantap, mantap , mantap ,['mantap'],mantap
positif,sangat mudah berbelanja d Lazada tidak sulit,sangat mudah berbelanja d lazada tidak sulit, sangat mudah berbelanja d lazada tidak sulit , mudah berbelanja d lazada sulit ,"['mudah', 'berbelanja', 'd', 'lazada', 'sulit']",mudah belanja d lazada sulit
positif,barang ok,barang ok, barang ok , barang ,['barang'],barang
netral,banyakin Rp 0 biar terus belanja di lazada,banyakin rp 0 biar terus belanja di lazada, banyakin rp 0 biar terus belanja di lazada , banyakin rp 0 biar terus belanja lazada ,"['banyakin', 'rp', '0', 'biar', 'terus', 'belanja', 'lazada']",banyakin rp 0 biar terus belanja lazada
negatif,belanja di lazada kurang memuaskan banyak juga oknum2 penipu' jika membeli dngan sistem cod' dan banyak yang fake older ' tidak ada kejelasan buat konsumen jika terkena penipuan dalam cod lazada tidak bisa bantu apa2 ' cuman narasi narasi saja/ ibarat kotak saran,belanja di lazada kurang memuaskan banyak juga oknum2 penipu jika membeli dngan sistem cod dan banyak yang fake older tidak ada kejelasan buat konsumen jika terkena penipuan dalam cod lazada tidak bisa bantu apa2 cuman narasi narasi saja ibarat kotak saran, belanja di lazada kurang memuaskan banyak juga oknum2 penipu jika membeli dngan sistem cod dan banyak yang fake older tidak ada kejelasan buat konsumen jika terkena penipuan dalam cod lazada tidak bisa bantu apa2 cuman narasi narasi saja ibarat kotak saran , belanja lazada kurang memuaskan juga oknum2 penipu membeli dngan sistem cod banyak fake older ada kejelasan buat konsumen terkena penipuan cod lazada bisa bantu apa2 cuman narasi narasi ibarat kotak saran ,"['belanja', 'lazada', 'kurang', 'memuaskan', 'juga', 'oknum2', 'penipu', 'membeli', 'dngan', 'sistem', 'cod', 'banyak', 'fake', 'older', 'ada', 'kejelasan', 'buat', 'konsumen', 'terkena', 'penipuan', 'cod', 'lazada', 'bisa', 'bantu', 'apa2', 'cuman', 'narasi', 'narasi', 'ibarat', 'kotak', 'saran']",belanja lazada kurang muas juga oknum2 tipu beli dngan sistem cod banyak fake older ada jelas buat konsumen kena tipu cod lazada bisa bantu apa2 cuman narasi narasi ibarat kotak saran
netral,seharusnya di adakan fitur cek paket sebelum sampai ke lokasi tujuan penerima saya kena scam 2 kali di aplikasi ini,seharusnya di adakan fitur cek paket sebelum sampai ke lokasi tujuan penerima saya kena scam 2 kali di aplikasi ini, seharusnya di adakan fitur cek paket sebelum sampai ke lokasi tujuan penerima saya kena scam 2 kali di aplikasi ini , adakan fitur cek paket sampai lokasi tujuan penerima kena scam 2 kali di aplikasi ,"['adakan', 'fitur', 'cek', 'paket', 'sampai', 'lokasi', 'tujuan', 'penerima', 'kena', 'scam', '2', 'kali', 'di', 'aplikasi']",adakan fitur cek paket sampai lokasi tuju terima kena scam 2 kali di aplikasi
negatif,"aplikasi brengsek, sampah tidak tanggung jawab",aplikasi brengsek sampah tidak tanggung jawab, aplikasi brengsek sampah tidak tanggung jawab , aplikasi brengsek sampah tanggung jawab ,"['aplikasi', 'brengsek', 'sampah', 'tanggung', 'jawab']",aplikasi brengsek sampah tanggung jawab
positif,mudah,mudah, mudah , mudah ,['mudah'],mudah
positif,mantap,mantap, mantap , mantap ,['mantap'],mantap
netral,maksimalkan gratis ongkir nya bos kuh,maksimalkan gratis ongkir nya bos kuh, maksimalkan gratis ongkir nya bos kuh , maksimalkan gratis ongkir nya bos kuh ,"['maksimalkan', 'gratis', 'ongkir', 'nya', 'bos', 'kuh']",maksimal gratis ongkir nya bos kuh
positif,info jelas dan produk yg bagus.👍,info jelas dan produk yg bagus, info jelas dan produk yang bagus , info jelas produk bagus ,"['info', 'jelas', 'produk', 'bagus']",info jelas produk bagus
positif,suka bangtz Barang nya jos,suka bangtz barang nya jos, suka bangtz barang nya jos , suka bangtz barang nya jos ,"['suka', 'bangtz', 'barang', 'nya', 'jos']",suka bangtz barang nya jos
positif,sangat baik,sangat baik, sangat baik , baik ,['baik'],baik
positif,Bagus,bagus, bagus , bagus ,['bagus'],bagus
negatif,"masa pembayaran via dana atau bri tidak ada,,mau bayar lazbon ribettt",masa pembayaran via dana atau bri tidak adamau bayar lazbon ribettt, masa pembayaran via dana atau bri tidak adamau bayar lazbon ribettt , masa pembayaran via dana bri adamau bayar lazbon ribettt ,"['masa', 'pembayaran', 'via', 'dana', 'bri', 'adamau', 'bayar', 'lazbon', 'ribettt']",masa bayar via dana bri adamau bayar lazbon ribettt
positif,saya sangat puas🙏😇 trimakasi,saya sangat puas trimakasi, saya sangat puas trimakasi , sangat puas trimakasi ,"['sangat', 'puas', 'trimakasi']",sangat puas trimakasi
positif,mntappp,mntappp, mntappp , mntappp ,['mntappp'],mntappp
negatif,"bertahun2 bahkan 2 akun saya selalu belanja,tpisemakin lama berlangganan,pelayanan lazada semakin membuat kecewa,klu selalu dalam keterlambatan kemungkinan harus coba belanja ke toko lain sajalah,saya mau lihat dalam 1 bulan ini,krn udah beberapa kali belanja tiba2 rerurn,kurir minta tambah ongkir,terlambat mulu,tolong diperbaikilah biar saya bs puas dgn pelayanan,krn saya jarang pakai voucher loch,",bertahun2 bahkan 2 akun saya selalu belanjatpisemakin lama berlanggananpelayanan lazada semakin membuat kecewaklu selalu dalam keterlambatan kemungkinan harus coba belanja ke toko lain sajalahsaya mau lihat dalam 1 bulan inikrn udah beberapa kali belanja tiba2 rerurnkurir minta tambah ongkirterlambat mulutolong diperbaikilah biar saya bs puas dgn pelayanankrn saya jarang pakai voucher loch, bertahun2 bahkan 2 akun saya selalu belanjatpisemakin lama berlanggananpelayanan lazada semakin membuat kecewaklu selalu dalam keterlambatan kemungkinan harus coba belanja ke toko lain sajalahsaya mau lihat dalam 1 bulan inikrn udah beberapa kali belanja tiba2 rerurnkurir minta tambah ongkirterlambat mulutolong diperbaikilah biar saya bs puas dgn pelayanankrn saya jarang pakai voucher loch , bertahun2 2 akun selalu belanjatpisemakin lama berlanggananpelayanan lazada semakin membuat kecewaklu selalu keterlambatan kemungkinan coba belanja toko sajalahsaya mau lihat 1 bulan inikrn udah kali belanja tiba2 rerurnkurir minta tambah ongkirterlambat mulutolong diperbaikilah biar bs puas dgn pelayanankrn jarang pakai voucher loch ,"['bertahun2', '2', 'akun', 'selalu', 'belanjatpisemakin', 'lama', 'berlanggananpelayanan', 'lazada', 'semakin', 'membuat', 'kecewaklu', 'selalu', 'keterlambatan', 'kemungkinan', 'coba', 'belanja', 'toko', 'sajalahsaya', 'mau', 'lihat', '1', 'bulan', 'inikrn', 'udah', 'kali', 'belanja', 'tiba2', 'rerurnkurir', 'minta', 'tambah', 'ongkirterlambat', 'mulutolong', 'diperbaikilah', 'biar', 'bs', 'puas', 'dgn', 'pelayanankrn', 'jarang', 'pakai', 'voucher', 'loch']",bertahun2 2 akun selalu belanjatpisemakin lama berlanggananpelayanan lazada makin buat kecewaklu selalu lambat mungkin coba belanja toko sajalahsaya mau lihat 1 bulan inikrn udah kali belanja tiba2 rerurnkurir minta tambah ongkirterlambat mulutolong baik biar bs puas dgn pelayanankrn jarang pakai voucher loch
negatif,lazada haram GK usah ko banyak iklan,lazada haram gk usah ko banyak iklan, lazada haram gk usah ko banyak iklan , lazada haram gk usah ko iklan ,"['lazada', 'haram', 'gk', 'usah', 'ko', 'iklan']",lazada haram gk usah ko iklan
netral,jangan lupa ya KK kunci l bunga nya yang tekiro,jangan lupa ya kk kunci l bunga nya yang tekiro, jangan lupa ya kk kunci l bunga nya yang tekiro , jangan lupa kk kunci l bunga nya tekiro ,"['jangan', 'lupa', 'kk', 'kunci', 'l', 'bunga', 'nya', 'tekiro']",jangan lupa kk kunci l bunga nya tekiro
negatif,barang telat.kirim dari subang ke bandung kenapa lewat cirebon kan aneh.udah gitu di cirebon diem disitu 3 hari.apakah dari cirebon ke bandung selama itu perjalananya? sebagai catatan itu expedisinya ninja,barang telatkirim dari subang ke bandung kenapa lewat cirebon kan anehudah gitu di cirebon diem disitu 3 hariapakah dari cirebon ke bandung selama itu perjalananya sebagai catatan itu expedisinya ninja, barang telatkirim dari subang ke bandung kenapa lewat cirebon kan anehudah gitu di cirebon diem disitu 3 hariapakah dari cirebon ke bandung selama itu perjalananya sebagai catatan itu expedisinya ninja , barang telatkirim subang bandung lewat cirebon kan anehudah gitu cirebon diem disitu 3 hariapakah cirebon bandung selama perjalananya catatan expedisinya ninja ,"['barang', 'telatkirim', 'subang', 'bandung', 'lewat', 'cirebon', 'kan', 'anehudah', 'gitu', 'cirebon', 'diem', 'disitu', '3', 'hariapakah', 'cirebon', 'bandung', 'selama', 'perjalananya', 'catatan', 'expedisinya', 'ninja']",barang telatkirim subang bandung lewat cirebon kan anehudah gitu cirebon diem situ 3 hariapakah cirebon bandung lama perjalananya catat expedisinya ninja
positif,produk bgus hrga mrah...,produk bgus hrga mrah, produk bgus hrga mrah , produk bgus hrga mrah ,"['produk', 'bgus', 'hrga', 'mrah']",produk bgus hrga mrah
negatif,Susah kali kek babi untuk pengembalian dana,susah kali kek babi untuk pengembalian dana, susah kali kek babi untuk pengembalian dana , susah kali kek babi pengembalian dana ,"['susah', 'kali', 'kek', 'babi', 'pengembalian', 'dana']",susah kali kek babi kembali dana
negatif,lazada.tolong perhatikan penjualan tidak sesuai item dan judul.penjual tidak sesuai etalase.,lazadatolong perhatikan penjualan tidak sesuai item dan judulpenjual tidak sesuai etalase, lazadatolong perhatikan penjualan tidak sesuai item dan judulpenjual tidak sesuai etalase , lazadatolong perhatikan penjualan sesuai item judulpenjual sesuai etalase ,"['lazadatolong', 'perhatikan', 'penjualan', 'sesuai', 'item', 'judulpenjual', 'sesuai', 'etalase']",lazadatolong perhati jual sesuai item judulpenjual sesuai etalase
negatif,"hati2,banyak seller yg nipu di aplikasi ini,saya sendiri yg jadi korban",hati2banyak seller yg nipu di aplikasi inisaya sendiri yg jadi korban, hati2banyak seller yang nipu di aplikasi inisaya sendiri yang jadi korban , hati2banyak seller nipu aplikasi inisaya sendiri jadi korban ,"['hati2banyak', 'seller', 'nipu', 'aplikasi', 'inisaya', 'sendiri', 'jadi', 'korban']",hati2banyak seller nipu aplikasi inisaya sendiri jadi korban
negatif,lazada sudah tidak aman lagi,lazada sudah tidak aman lagi, lazada sudah tidak aman lagi , lazada tidak aman ,"['lazada', 'tidak', 'aman']",lazada tidak aman
negatif,dari tahun ke tahun semakin buruk saja pelayanannya.dibandingkan brand sebelah,dari tahun ke tahun semakin buruk saja pelayanannyadibandingkan brand sebelah, dari tahun ke tahun semakin buruk saja pelayanannyadibandingkan brand sebelah , tahun tahun semakin buruk pelayanannyadibandingkan brand sebelah ,"['tahun', 'tahun', 'semakin', 'buruk', 'pelayanannyadibandingkan', 'brand', 'sebelah']",tahun tahun makin buruk pelayanannyadibandingkan brand belah
negatif,layanan lambat pengiriman bertele tele bikin pusing saja,layanan lambat pengiriman bertele tele bikin pusing saja, layanan lambat pengiriman bertele tele bikin pusing saja , layanan lambat pengiriman bertele tele bikin pusing ,"['layanan', 'lambat', 'pengiriman', 'bertele', 'tele', 'bikin', 'pusing']",layan lambat kirim tele tele bikin pusing
positif,harga yang merakyat barang rasa pejabat,harga yang merakyat barang rasa pejabat, harga yang merakyat barang rasa pejabat , harga merakyat barang rasa pejabat ,"['harga', 'merakyat', 'barang', 'rasa', 'pejabat']",harga rakyat barang rasa jabat
positif,good,good, good , good ,['good'],good
netral,elfcavu.melati,elfcavumelati, elfcavumelati , elfcavumelati ,['elfcavumelati'],elfcavumelati
negatif,"Kecewa,,,,,",kecewa, kecewa , kecewa ,['kecewa'],kecewa
netral,pesan saya cuman minta barang yang sesuai kita pesan,pesan saya cuman minta barang yang sesuai kita pesan, pesan saya cuman minta barang yang sesuai kita pesan , pesan cuman minta barang sesuai pesan ,"['pesan', 'cuman', 'minta', 'barang', 'sesuai', 'pesan']",pesan cuman minta barang sesuai pesan
negatif,halaman laz koin kenapa akhir ini eror terus tidak bisa dibuka,halaman laz koin kenapa akhir ini eror terus tidak bisa dibuka, halaman laz koin kenapa akhir ini eror terus tidak bisa dibuka , halaman laz koin akhir eror terus bisa dibuka ,"['halaman', 'laz', 'koin', 'akhir', 'eror', 'terus', 'bisa', 'dibuka']",halaman laz koin akhir eror terus bisa buka
positif,saya suka belanja di lazada karena banyak diskonnya,saya suka belanja di lazada karena banyak diskonnya, saya suka belanja di lazada karena banyak diskonnya , suka belanja lazada banyak diskonnya ,"['suka', 'belanja', 'lazada', 'banyak', 'diskonnya']",suka belanja lazada banyak diskon
negatif,iklan lu di YouTube sangat menggangu ajg,iklan lu di youtube sangat menggangu ajg, iklan lu di youtube sangat menggangu ajg , iklan lu youtube menggangu ajg ,"['iklan', 'lu', 'youtube', 'menggangu', 'ajg']",iklan lu youtube menggangu ajg
positif,ok banget dah,ok banget dah, ok banget dah , banget dah ,"['banget', 'dah']",banget dah
positif,belanja d lajada barangnya ok 👍👍👍,belanja d lajada barangnya ok, belanja d lajada barangnya ok , belanja d lajada barangnya ,"['belanja', 'd', 'lajada', 'barangnya']",belanja d lajada barang
positif,suka,suka, suka , suka ,['suka'],suka
negatif,"lazada sekarang mutu pelayanan ribet, dulu pesan barang dari Lazada bisa COD atau bayar ke kurir.. sekarang bayar sebelum barang datang.. sekarang ada pilih cara pembayaran , percuma pilihan gak bisa dipilih.. lazada asuuuu!!!! 🤬",lazada sekarang mutu pelayanan ribet dulu pesan barang dari lazada bisa cod atau bayar ke kurir sekarang bayar sebelum barang datang sekarang ada pilih cara pembayaran percuma pilihan gak bisa dipilih lazada asuuuu, lazada sekarang mutu pelayanan ribet dulu pesan barang dari lazada bisa cod atau bayar ke kurir sekarang bayar sebelum barang datang sekarang ada pilih cara pembayaran percuma pilihan tidak bisa dipilih lazada asuuuu , lazada sekarang mutu pelayanan ribet dulu pesan barang lazada cod bayar kurir sekarang bayar barang datang sekarang pilih cara pembayaran percuma pilihan bisa dipilih lazada asuuuu ,"['lazada', 'sekarang', 'mutu', 'pelayanan', 'ribet', 'dulu', 'pesan', 'barang', 'lazada', 'cod', 'bayar', 'kurir', 'sekarang', 'bayar', 'barang', 'datang', 'sekarang', 'pilih', 'cara', 'pembayaran', 'percuma', 'pilihan', 'bisa', 'dipilih', 'lazada', 'asuuuu']",lazada sekarang mutu layan ribet dulu pesan barang lazada cod bayar kurir sekarang bayar barang datang sekarang pilih cara bayar percuma pilih bisa pilih lazada asuuuu
positif,top,top, top , top ,['top'],top
positif,terima kasih Saya berbelanja lebih mudah,terima kasih saya berbelanja lebih mudah, terima kasih saya berbelanja lebih mudah , terima kasih berbelanja mudah ,"['terima', 'kasih', 'berbelanja', 'mudah']",terima kasih belanja mudah
negatif,"cukup sekali beli di lazada, gak lagi lagi deh",cukup sekali beli di lazada gak lagi lagi deh, cukup sekali beli di lazada tidak lagi lagi deh , cukup sekali beli lazada lagi deh ,"['cukup', 'sekali', 'beli', 'lazada', 'lagi', 'deh']",cukup sekali beli lazada lagi deh
positif,lebih murah hemat tampa ongkir pula,lebih murah hemat tampa ongkir pula, lebih murah hemat tampa ongkir pula , murah hemat tampa ongkir ,"['murah', 'hemat', 'tampa', 'ongkir']",murah hemat tampa ongkir
positif,aplikasi bagus,aplikasi bagus, aplikasi bagus , aplikasi bagus ,"['aplikasi', 'bagus']",aplikasi bagus
negatif,saya edit ya untuk ulasannya untuk belanja di lazada semua pengalaman yang baik mulai dari harga ongkir dll. tapi yang saya sesalkan adalah untuk yang pengiriman melalui ekpedisi ninjavan sangat lama dan apakah data pelanggan bocor atau bagaimana. sehari saya dapat WA 4 nomor tak di kenal bilang paket tertukar tidak bisa di kirim di suruh screenshot riwayat pesanan dll. yang ujung²nya di suruh scan barcode dan ternyata di suruh membayar. ini sangat mengganggu sekali ya. tolong di tindaklanjuti,saya edit ya untuk ulasannya untuk belanja di lazada semua pengalaman yang baik mulai dari harga ongkir dll tapi yang saya sesalkan adalah untuk yang pengiriman melalui ekpedisi ninjavan sangat lama dan apakah data pelanggan bocor atau bagaimana sehari saya dapat wa 4 nomor tak di kenal bilang paket tertukar tidak bisa di kirim di suruh screenshot riwayat pesanan dll yang ujungnya di suruh scan barcode dan ternyata di suruh membayar ini sangat mengganggu sekali ya tolong di tindaklanjuti, saya edit ya untuk ulasannya untuk belanja di lazada semua pengalaman yang baik mulai dari harga ongkir dll tapi yang saya sesalkan adalah untuk yang pengiriman melalui ekpedisi ninjavan sangat lama dan apakah data pelanggan bocor atau bagaimana sehari saya dapat wa 4 nomor tak di kenal bilang paket tertukar tidak bisa di kirim di suruh screenshot riwayat pesanan dll yang ujungnya di suruh scan barcode dan ternyata di suruh membayar ini sangat mengganggu sekali ya tolong di tindaklanjuti , edit ulasannya untuk belanja lazada semua pengalaman baik mulai harga ongkir tapi sesalkan untuk pengiriman melalui ekpedisi ninjavan lama apakah data pelanggan bocor bagaimana sehari saya dapat wa 4 nomor tak kenal bilang paket tertukar bisa kirim suruh screenshot riwayat pesanan yang ujungnya suruh scan barcode ternyata suruh membayar sangat mengganggu sekali tolong tindaklanjuti ,"['edit', 'ulasannya', 'untuk', 'belanja', 'lazada', 'semua', 'pengalaman', 'baik', 'mulai', 'harga', 'ongkir', 'tapi', 'sesalkan', 'untuk', 'pengiriman', 'melalui', 'ekpedisi', 'ninjavan', 'lama', 'apakah', 'data', 'pelanggan', 'bocor', 'bagaimana', 'sehari', 'saya', 'dapat', 'wa', '4', 'nomor', 'tak', 'kenal', 'bilang', 'paket', 'tertukar', 'bisa', 'kirim', 'suruh', 'screenshot', 'riwayat', 'pesanan', 'yang', 'ujungnya', 'suruh', 'scan', 'barcode', 'ternyata', 'suruh', 'membayar', 'sangat', 'mengganggu', 'sekali', 'tolong', 'tindaklanjuti']",edit ulas untuk belanja lazada semua alam baik mulai harga ongkir tapi sesal untuk kirim lalu ekpedisi ninjavan lama apakah data langgan bocor bagaimana hari saya dapat wa 4 nomor tak kenal bilang paket tukar bisa kirim suruh screenshot riwayat pesan yang ujung suruh scan barcode nyata suruh bayar sangat ganggu sekali tolong tindaklanjuti
positif,good belanja lebih mudah dn hemat waktu..,good belanja lebih mudah dn hemat waktu, good belanja lebih mudah dn hemat waktu , good belanja mudah dn hemat waktu ,"['good', 'belanja', 'mudah', 'dn', 'hemat', 'waktu']",good belanja mudah dn hemat waktu
negatif,"Kebanyakan animasi,, aplikasi nya agak berat legg ,, parahhh",kebanyakan animasi aplikasi nya agak berat legg parahhh, kebanyakan animasi aplikasi nya agak berat legg parahhh , kebanyakan animasi aplikasi nya berat legg parahhh ,"['kebanyakan', 'animasi', 'aplikasi', 'nya', 'berat', 'legg', 'parahhh']",banyak animasi aplikasi nya berat legg parahhh
positif,bgus,bgus, bgus , bgus ,['bgus'],bgus
positif,Lazada makin oke,lazada makin oke, lazada makin oke , lazada makin oke ,"['lazada', 'makin', 'oke']",lazada makin oke
